TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
A1#3664299,A1,0.010429,legit,14.848,0.376,,
A1#3664510,A1,0.039294,legit,21.718,0.407,,
3663688,A2,0.018268,legit,37.776,,0.579,
A1#3664356,A1,0.028744,legit,13.726,0.374,,
A2#3663595,A2,0.009476,legit,38.751,,0.397,
enrichment_off#3663558,A2,0.064006,legit,7406.271,,7.029,
B0#3663901,B0,0.036914,legit,,0.419,,48.8664
B0#3664136,B0,0.111551,legit,,0.353,,83.1625
A1#3664339,A1,0.069537,legit,17.434,0.414,,
B0#3663561,B0,0.224079,legit,,0.394,,2.3336
A1#3664509,A1,0.038416,legit,14.049,0.374,,
B0#3663562,B0,0.031443,legit,,0.366,,2.452
3663591,A2,0.021237,legit,7638.595,,9.282,
B0#3663779,B0,0.02949,legit,,0.361,,32.0795
B0#3664481,B0,0.089011,legit,,0.362,,137.1728
B0#3663643,B0,0.023769,legit,,0.37,,13.6333
A2#3664461,A2,0.063498,legit,86.412,,0.418,
B0#3664456,B0,0.049512,legit,,0.416,,132.3956
B0#3663646,B0,0.088688,legit,,0.354,,13.9394
B0#3664266,B0,0.071953,legit,,0.365,,101.599
B0#3663879,B0,0.112709,legit,,0.4,,45.2854
3663665,A2,0.050231,legit,36.615,,0.569,
B0#3664450,B0,0.265186,legit,,0.402,,131.0523
A1#3664411,A1,0.259168,legit,17.143,0.371,,
B0#3664461,B0,0.063498,legit,,0.4,,133.4856
A1#3663979,A1,0.044861,legit,17.877,0.397,,
A2#3664228,A2,0.1049,legit,48.9,,0.388,
A1#3664197,A1,0.017889,legit,18.353,0.373,,
A1#3664222,A1,0.144081,legit,38.603,0.413,,
3663588,A2,0.007642,legit,5134.82,,0.785,
A1#3664471,A1,0.087235,legit,22.523,0.4,,
A1#3663957,A1,0.205091,legit,18.767,0.401,,
A2#3664303,A2,0.04584,legit,40.927,,0.427,
enrichment_on#3663699,A2,0.153028,legit,39.788,,0.664,
A1#3664457,A1,0.143769,legit,14.747,0.414,,
enrichment_off#3663579,A2,0.233426,legit,6739.335,,9.382,
A1#3663867,A1,0.054539,legit,16.591,0.377,,
enrichment_off#3663611,A2,0.036878,legit,4466.518,,0.89,
B0#3664372,B0,0.032835,legit,,0.361,,120.7118
B0#3663852,B0,0.049792,legit,,0.387,,41.5364
A1#3664398,A1,0.121332,legit,13.055,0.387,,
A1#3664162,A1,0.09725,legit,21.1,7.728,,
A1#3664071,A1,0.016506,legit,15.283,0.387,,
A1#3664322,A1,0.042996,legit,12.131,0.397,,
3663610,A2,0.159149,legit,3582.976,,0.794,
enrichment_off#3663685,A2,0.136604,legit,49.574,,0.614,
A2#3663609,A2,0.070097,legit,37.67,,0.378,
A1#3663560,A1,0.036645,legit,6241.928,0.393,,
A2#3664296,A2,0.004043,legit,48.643,,0.449,
B0#3663662,B0,0.045121,legit,,0.354,,15.8912
A1#3663672,A1,0.256264,legit,13.938,0.372,,
A1#3664421,A1,0.041147,legit,15.15,0.389,,
A2#3664500,A2,0.012626,legit,45.102,,6.63,
B0#3663688,B0,0.018268,legit,,0.355,,19.1611
A2#3664156,A2,0.005527,legit,42.324,,0.452,
B0#3663836,B0,0.979826,fraud,,0.357,,39.4986
B0#3664056,B0,0.12164,legit,,0.439,,72.7225
enrichment_on#3663722,A2,0.031726,legit,39.304,,0.715,
A1#3664088,A1,0.217466,legit,15.688,0.397,,
B0#3664233,B0,0.039716,legit,,0.41,,96.487
B0#3663843,B0,0.138083,legit,,0.402,,40.3624
B0#3664190,B0,0.021946,legit,,0.375,,90.5733
A2#3663580,A2,0.175184,legit,2740.429,,0.429,
A2#3663983,A2,0.118509,legit,45.955,,2.044,
A1#3664011,A1,0.060593,legit,14.937,0.392,,
A2#3664216,A2,0.030101,legit,54.857,,6.723,
enrichment_on#3663605,A2,0.116556,legit,5280.693,,0.794,
B0#3664314,B0,0.028816,legit,,0.389,,109.2855
3663680,A2,0.070047,legit,39.032,,0.632,
A1#3664151,A1,0.041154,legit,31.148,0.411,,
A1#3663675,A1,0.081393,legit,14.102,0.399,,
A1#3663630,A1,0.170553,legit,12.657,0.373,,
A1#3663776,A1,0.047869,legit,15.604,0.385,,
A1#3663623,A1,0.086924,legit,14.191,0.374,,
A2#3664078,A2,0.046309,legit,35.405,,0.391,
3663647,A2,0.078597,legit,650.292,,0.867,
B0#3664441,B0,0.021954,legit,,0.363,,129.4746
A2#3663849,A2,0.425943,legit,46.152,,0.423,
A1#3663889,A1,0.231255,legit,15.745,0.429,,
A2#3664106,A2,0.138966,legit,63.791,,0.408,
A1#3664444,A1,0.134391,legit,23.779,0.451,,
A1#3664462,A1,0.103774,legit,15.378,0.431,,
A1#3663775,A1,0.031676,legit,16.837,0.383,,
A1#3663784,A1,0.056266,legit,13.33,0.406,,
A2#3664410,A2,0.064023,legit,41.691,,2.032,
A2#3664221,A2,0.028917,legit,47.454,,0.436,
A2#3663824,A2,0.102425,legit,41.973,,2.049,
A2#3664493,A2,0.009028,legit,39.131,,0.411,
enrichment_off#3663566,A2,0.108208,legit,6847.997,,0.762,
A1#3663566,A1,0.108208,legit,6459.66,0.495,,
A1#3664518,A1,0.001142,legit,16.89,0.405,,
A1#3663903,A1,0.01058,legit,22.3,0.374,,
A1#3664525,A1,0.025761,legit,13.885,0.39,,
B0#3663633,B0,0.039047,legit,,0.377,,12.336
B0#3664022,B0,0.011793,legit,,0.444,,68.5111
B0#3663817,B0,0.084765,legit,,0.466,,36.9317
A1#3664146,A1,0.02963,legit,15.695,0.429,,
A1#3664245,A1,0.040559,legit,17.293,0.388,,
A2#3663807,A2,0.033835,legit,37.635,,0.396,
A2#3664127,A2,0.036841,legit,58.515,,0.465,
A2#3664486,A2,0.04065,legit,54.231,,0.393,
A1#3663917,A1,0.032273,legit,13.691,0.387,,
A1#3663988,A1,0.096068,legit,31.614,0.423,,
A2#3663953,A2,0.032366,legit,38.874,,0.412,
A2#3664528,A2,0.016593,legit,42.685,,0.409,
A1#3664389,A1,0.127742,legit,17.085,3.575,,
A2#3664120,A2,0.084896,legit,40.226,,0.393,
A2#3664090,A2,0.126367,legit,39.379,,0.398,
B0#3663925,B0,0.189477,legit,,0.392,,52.693
A2#3664516,A2,0.103264,legit,51.145,,0.47,
A1#3663569,A1,0.026603,legit,5559.693,0.371,,
A2#3664407,A2,0.021682,legit,45.07,,0.381,
A1#3664331,A1,0.02674,legit,17.667,0.406,,
3663621,A2,0.022382,legit,2822.237,,5.355,
A2#3664102,A2,0.362133,legit,42.294,,0.456,
A2#3664170,A2,0.02438,legit,43.17,,0.426,
A2#3663963,A2,0.047432,legit,41.306,,2.176,
A1#3664298,A1,0.039291,legit,16.602,0.414,,
A2#3664339,A2,0.069537,legit,39.018,,0.411,
A2#3664418,A2,0.022786,legit,84.315,,0.426,
3663607,A2,0.071015,legit,3732.862,,0.807,
enrichment_off#3663570,A2,0.021825,legit,7153.406,,0.793,
3663657,A2,0.080782,legit,37.815,,0.611,
A2#3664152,A2,0.04931,legit,65.585,,0.422,
B0#3664155,B0,0.042479,legit,,0.361,,85.6387
enrichment_off#3663734,A2,0.007353,legit,47.859,,1.783,
A1#3664453,A1,0.028669,legit,15.974,0.451,,
A2#3663689,A2,0.063965,legit,37.142,,0.443,
B0#3663663,B0,0.131272,legit,,0.402,,16.0131
A1#3664399,A1,0.079035,legit,14.248,0.416,,
A2#3664483,A2,0.045815,legit,44.507,,0.429,
A1#3663715,A1,0.069761,legit,37.071,0.427,,
enrichment_off#3663679,A2,0.047425,legit,36.469,,0.636,
A1#3664141,A1,0.021632,legit,13.403,0.409,,
A2#3663565,A2,0.049792,legit,10354.839,,4.011,
A1#3663786,A1,0.087894,legit,22.901,0.409,,
B0#3663849,B0,0.528515,fraud,,0.356,,41.2312
A1#3663829,A1,0.034529,legit,16.819,0.387,,
enrichment_on#3663583,A2,0.065164,legit,8448.923,,6.392,
A1#3664012,A1,0.167778,legit,15.191,0.386,,
A2#3664426,A2,0.218366,legit,36.855,,0.403,
B0#3664403,B0,0.049753,legit,,0.391,,124.7896
3663631,A2,0.026552,legit,2034.909,,0.718,
A2#3663882,A2,0.021199,legit,46.369,,0.413,
A1#3664320,A1,0.02399,legit,17.931,0.458,,
B0#3664308,B0,0.039546,legit,,0.436,,108.1916
A2#3663776,A2,0.047869,legit,38.828,,0.379,
B0#3664185,B0,0.151794,legit,,0.384,,89.9017
A2#3663790,A2,0.244891,legit,39.118,,0.393,
A1#3663913,A1,0.070098,legit,11.652,0.422,,
B0#3663640,B0,0.041839,legit,,0.372,,13.2101
B0#3664362,B0,0.155051,legit,,0.408,,119.1424
enrichment_off#3663555,A2,0.211343,legit,7399.86,,5.243,
B0#3663599,B0,0.033297,legit,,0.361,,8.0013
A2#3664194,A2,0.139586,legit,39.615,,0.421,
A1#3664465,A1,0.027658,legit,14.431,0.397,,
3663648,A2,0.071399,legit,555.292,,0.867,
A1#3663890,A1,0.10219,legit,14.979,0.387,,
enrichment_on#3663616,A2,0.027808,legit,4251.36,,5.664,
B0#3663827,B0,0.943992,fraud,,0.349,,38.2464
A2#3664175,A2,0.044335,legit,46.37,,0.411,
A1#3664104,A1,0.140711,legit,12.762,0.368,,
enrichment_off#3663580,A2,0.177187,legit,7074.532,,0.835,
A2#3664385,A2,0.024302,legit,44.867,,5.094,
A1#3664511,A1,0.119748,legit,13.377,0.409,,
A2#3663638,A2,0.277528,legit,38.177,,0.464,
A2#3663881,A2,0.058168,legit,44.43,,0.431,
B0#3664248,B0,0.028927,legit,,0.356,,98.5639
enrichment_off#3663680,A2,0.070047,legit,39.604,,0.887,
A1#3663572,A1,0.082263,legit,4017.404,0.377,,
B0#3663693,B0,0.175668,legit,,0.347,,19.6907
enrichment_off#3663549,A2,0.051048,legit,7638.68,,6.341,
A1#3664135,A1,0.018459,legit,30.126,0.416,,
B0#3663715,B0,0.094502,legit,,0.365,,22.2391
A2#3663652,A2,0.040271,legit,38.233,,0.408,
A2#3664030,A2,0.014042,legit,44.733,,0.387,
3663733,A2,0.084864,legit,82.63,,0.633,
A1#3663871,A1,0.225695,legit,15.257,0.376,,
enrichment_on#3663557,A2,0.080275,legit,9848.864,,6.125,
A2#3664439,A2,0.152973,legit,40.944,,0.402,
A1#3664353,A1,0.015304,legit,14.961,0.385,,
A2#3663656,A2,0.088057,legit,42.293,,0.4,
B0#3664012,B0,0.167778,legit,,0.359,,67.1828
A1#3664436,A1,0.002878,legit,16.279,0.383,,
B0#3664202,B0,0.064744,legit,,0.381,,92.3016
A2#3664388,A2,0.043928,legit,42.824,,3.709,
A1#3664243,A1,0.031642,legit,15.592,0.372,,
B0#3664440,B0,0.016892,legit,,0.373,,129.3752
enrichment_off#3663655,A2,0.305094,legit,1238.379,,0.757,
A1#3663711,A1,0.041444,legit,20.612,0.408,,
enrichment_off#3663600,A2,0.035576,legit,5565.193,,0.807,
A2#3663998,A2,0.132116,legit,45.087,,0.447,
A1#3663947,A1,0.045807,legit,17.488,0.389,,
B0#3663923,B0,0.040145,legit,,0.381,,52.3089
A1#3664117,A1,0.055958,legit,13.193,0.375,,
A1#3663641,A1,0.140366,legit,13.83,0.43,,
B0#3663974,B0,0.107237,legit,,0.363,,60.2389
enrichment_on#3663679,A2,0.047425,legit,53.476,,0.659,
A1#3663568,A1,0.101023,legit,6076.798,0.389,,
enrichment_on#3663553,A2,0.030048,legit,7598.486,,6.313,
A1#3663670,A1,0.038915,legit,14.055,0.398,,
